Input	Input Type	MGI Gene/Marker ID	Symbol	Name	Feature Type
MGI:2152878	MGI	MGI:2152878	A1bg	alpha-1-B glycoprotein	protein coding gene
MGI:1917115	MGI	MGI:1917115	A1cf	APOBEC1 complementation factor	protein coding gene
MGI:2449119	MGI	MGI:2449119	A2m	alpha-2-macroglobulin	protein coding gene
MGI:3039594	MGI	MGI:3039594	A2ml1	alpha-2-macroglobulin like 1	protein coding gene
MGI:2685279	MGI	MGI:2685279	A3galt2	alpha 1,3-galactosyltransferase 2	protein coding gene
MGI:2140680	MGI	MGI:2140680	A430005L14Rik	RIKEN cDNA A430005L14 gene	protein coding gene
MGI:3583896	MGI	MGI:3583896	A430033K04Rik	RIKEN cDNA A430033K04 gene	protein coding gene
MGI:3512453	MGI	MGI:3512453	A4galt	alpha 1,4-galactosyltransferase	protein coding gene
MGI:2143261	MGI	MGI:2143261	A4gnt	alpha-1,4-N-acetylglucosaminyltransferase	protein coding gene
MGI:2443020	MGI	MGI:2443020	A530016L24Rik	RIKEN cDNA A530016L24 gene	protein coding gene
MGI:3034182	MGI	MGI:3034182	AA467197	expressed sequence AA467197	protein coding gene
MGI:2138143	MGI	MGI:2138143	AA986860	expressed sequence AA986860	protein coding gene
MGI:2443767	MGI	MGI:2443767	Aaas	achalasia, adrenocortical insufficiency, alacrimia	protein coding gene
MGI:1926144	MGI	MGI:1926144	Aacs	acetoacetyl-CoA synthetase	protein coding gene
MGI:1915008	MGI	MGI:1915008	Aadac	arylacetamide deacetylase	protein coding gene
MGI:2685281	MGI	MGI:2685281	Aadacl3	arylacetamide deacetylase like 3	protein coding gene
MGI:2685880	MGI	MGI:2685880	Aadacl4fm1	AADACL4 family member 1	protein coding gene
MGI:1345167	MGI	MGI:1345167	Aadat	aminoadipate aminotransferase	protein coding gene
MGI:1914189	MGI	MGI:1914189	Aagab	alpha- and gamma-adaptin binding protein	protein coding gene
MGI:1098687	MGI	MGI:1098687	Aak1	AP2 associated kinase 1	protein coding gene
MGI:1913523	MGI	MGI:1913523	Aamdc	adipogenesis associated Mth938 domain containing	protein coding gene
MGI:107809	MGI	MGI:107809	Aamp	angio-associated migratory protein	protein coding gene
MGI:1328365	MGI	MGI:1328365	Aanat	arylalkylamine N-acetyltransferase	protein coding gene
MGI:1915545	MGI	MGI:1915545	Aar2	AAR2 splicing factor homolog	protein coding gene
MGI:2384560	MGI	MGI:2384560	Aars1	alanyl-tRNA synthetase 1	protein coding gene
MGI:2681839	MGI	MGI:2681839	Aars2	alanyl-tRNA synthetase 2, mitochondrial	protein coding gene
MGI:1916934	MGI	MGI:1916934	Aarsd1	alanyl-tRNA synthetase domain containing 1	protein coding gene
MGI:2442517	MGI	MGI:2442517	Aasdh	aminoadipate-semialdehyde dehydrogenase	protein coding gene
MGI:1914868	MGI	MGI:1914868	Aasdhppt	aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase	protein coding gene
MGI:1353573	MGI	MGI:1353573	Aass	aminoadipate-semialdehyde synthase	protein coding gene
MGI:1929608	MGI	MGI:1929608	Aatf	apoptosis antagonizing transcription factor	protein coding gene
MGI:1197518	MGI	MGI:1197518	Aatk	apoptosis-associated tyrosine kinase	protein coding gene
MGI:3043001	MGI	MGI:3043001	AB124611	cDNA sequence AB124611	protein coding gene
MGI:2443582	MGI	MGI:2443582	Abat	4-aminobutyrate aminotransferase	protein coding gene
MGI:99607	MGI	MGI:99607	Abca1	ATP-binding cassette, sub-family A member 1	protein coding gene
MGI:2676312	MGI	MGI:2676312	Abca12	ATP-binding cassette, sub-family A member 12	protein coding gene
MGI:2388707	MGI	MGI:2388707	Abca13	ATP-binding cassette, sub-family A member 13	protein coding gene
MGI:3625331	MGI	MGI:3625331	Abca17	ATP-binding cassette, sub-family A member 17	protein coding gene
MGI:99606	MGI	MGI:99606	Abca2	ATP-binding cassette, sub-family A member 2	protein coding gene
MGI:1351617	MGI	MGI:1351617	Abca3	ATP-binding cassette, sub-family A member 3	protein coding gene
MGI:109424	MGI	MGI:109424	Abca4	ATP-binding cassette, sub-family A member 4	protein coding gene
MGI:2386607	MGI	MGI:2386607	Abca5	ATP-binding cassette, sub-family A member 5	protein coding gene
MGI:1923434	MGI	MGI:1923434	Abca6	ATP-binding cassette, sub-family A member 6	protein coding gene
MGI:1351646	MGI	MGI:1351646	Abca7	ATP-binding cassette, sub-family A member 7	protein coding gene
MGI:2386846	MGI	MGI:2386846	Abca8a	ATP-binding cassette, sub-family A member 8a	protein coding gene
MGI:1351668	MGI	MGI:1351668	Abca8b	ATP-binding cassette, sub-family A member 8b	protein coding gene
MGI:2386796	MGI	MGI:2386796	Abca9	ATP-binding cassette, sub-family A member 9	protein coding gene
MGI:1860508	MGI	MGI:1860508	Abcb10	ATP-binding cassette, sub-family B member 10	protein coding gene
MGI:1351619	MGI	MGI:1351619	Abcb11	ATP-binding cassette, sub-family B member 11	protein coding gene
MGI:97570	MGI	MGI:97570	Abcb1a	ATP-binding cassette, sub-family B member 1A	protein coding gene
MGI:97568	MGI	MGI:97568	Abcb1b	ATP-binding cassette, sub-family B member 1B	protein coding gene
MGI:97569	MGI	MGI:97569	Abcb4	ATP-binding cassette, sub-family B member 4	protein coding gene
MGI:1924956	MGI	MGI:1924956	Abcb5	ATP-binding cassette, sub-family B member 5	protein coding gene
MGI:1921354	MGI	MGI:1921354	Abcb6	ATP-binding cassette, sub-family B member 6	protein coding gene
MGI:109533	MGI	MGI:109533	Abcb7	ATP-binding cassette, sub-family B member 7	protein coding gene
MGI:1351667	MGI	MGI:1351667	Abcb8	ATP-binding cassette, sub-family B member 8	protein coding gene
MGI:1861729	MGI	MGI:1861729	Abcb9	ATP-binding cassette, sub-family B member 9	protein coding gene
MGI:102676	MGI	MGI:102676	Abcc1	ATP-binding cassette, sub-family C member 1	protein coding gene
MGI:2386976	MGI	MGI:2386976	Abcc10	ATP-binding cassette, sub-family C member 10	protein coding gene
MGI:2441679	MGI	MGI:2441679	Abcc12	ATP-binding cassette, sub-family C member 12	protein coding gene
MGI:1352447	MGI	MGI:1352447	Abcc2	ATP-binding cassette, sub-family member 2	protein coding gene
MGI:1923658	MGI	MGI:1923658	Abcc3	ATP-binding cassette, sub-family C member 3	protein coding gene
MGI:2443111	MGI	MGI:2443111	Abcc4	ATP-binding cassette, sub-family C member 4	protein coding gene
MGI:1351644	MGI	MGI:1351644	Abcc5	ATP-binding cassette, sub-family C member 5	protein coding gene
MGI:1351634	MGI	MGI:1351634	Abcc6	ATP-binding cassette, sub-family C member 6	protein coding gene
MGI:1352629	MGI	MGI:1352629	Abcc8	ATP-binding cassette, sub-family C member 8	protein coding gene
MGI:1352630	MGI	MGI:1352630	Abcc9	ATP-binding cassette, sub-family C member 9	protein coding gene
MGI:1349215	MGI	MGI:1349215	Abcd1	ATP-binding cassette, sub-family D member 1	protein coding gene
MGI:1349467	MGI	MGI:1349467	Abcd2	ATP-binding cassette, sub-family D member 2	protein coding gene
MGI:1349216	MGI	MGI:1349216	Abcd3	ATP-binding cassette, sub-family D member 3	protein coding gene
MGI:1349217	MGI	MGI:1349217	Abcd4	ATP-binding cassette, sub-family D member 4	protein coding gene
MGI:1195458	MGI	MGI:1195458	Abce1	ATP-binding cassette, sub-family E member 1	protein coding gene
MGI:1351658	MGI	MGI:1351658	Abcf1	ATP-binding cassette, sub-family F member 1	protein coding gene
MGI:1351657	MGI	MGI:1351657	Abcf2	ATP-binding cassette, sub-family F member 2	protein coding gene
MGI:1351656	MGI	MGI:1351656	Abcf3	ATP-binding cassette, sub-family F member 3	protein coding gene
MGI:107704	MGI	MGI:107704	Abcg1	ATP binding cassette subfamily G member 1	protein coding gene
MGI:1347061	MGI	MGI:1347061	Abcg2	ATP binding cassette subfamily G member 2 (Junior blood group)	protein coding gene
MGI:1351624	MGI	MGI:1351624	Abcg3	ATP binding cassette subfamily G member 3	protein coding gene
MGI:1890594	MGI	MGI:1890594	Abcg4	ATP binding cassette subfamily G member 4	protein coding gene
MGI:1351659	MGI	MGI:1351659	Abcg5	ATP binding cassette subfamily G member 5	protein coding gene
MGI:1914720	MGI	MGI:1914720	Abcg8	ATP binding cassette subfamily G member 8	protein coding gene
MGI:2442422	MGI	MGI:2442422	Abhd10	abhydrolase domain containing 10	protein coding gene
MGI:1916008	MGI	MGI:1916008	Abhd11	abhydrolase domain containing 11	protein coding gene
MGI:1923442	MGI	MGI:1923442	Abhd12	abhydrolase domain containing 12	protein coding gene
MGI:1916154	MGI	MGI:1916154	Abhd13	abhydrolase domain containing 13	protein coding gene
MGI:1915894	MGI	MGI:1915894	Abhd14a	abhydrolase domain containing 14A	protein coding gene
MGI:1923741	MGI	MGI:1923741	Abhd14b	abhydrolase domain containing 14b	protein coding gene
MGI:1914727	MGI	MGI:1914727	Abhd15	abhydrolase domain containing 15	protein coding gene
MGI:99476	MGI	MGI:99476	Abhd16a	abhydrolase domain containing 16A	protein coding gene
MGI:3607711	MGI	MGI:3607711	Abhd16b	abhydrolase domain containing 16B	protein coding gene
MGI:106388	MGI	MGI:106388	Abhd17a	abhydrolase domain containing 17A	protein coding gene
MGI:1917816	MGI	MGI:1917816	Abhd17b	abhydrolase domain containing 17B	protein coding gene
MGI:1917428	MGI	MGI:1917428	Abhd17c	abhydrolase domain containing 17C	protein coding gene
MGI:1915468	MGI	MGI:1915468	Abhd18	abhydrolase domain containing 18	protein coding gene
MGI:1914344	MGI	MGI:1914344	Abhd2	abhydrolase domain containing 2	protein coding gene
MGI:2147183	MGI	MGI:2147183	Abhd3	abhydrolase domain containing 3	protein coding gene
MGI:1915938	MGI	MGI:1915938	Abhd4	abhydrolase domain containing 4	protein coding gene
MGI:1914719	MGI	MGI:1914719	Abhd5	abhydrolase domain containing 5	protein coding gene
MGI:1913332	MGI	MGI:1913332	Abhd6	abhydrolase domain containing 6	protein coding gene
MGI:1918946	MGI	MGI:1918946	Abhd8	abhydrolase domain containing 8	protein coding gene
MGI:104913	MGI	MGI:104913	Abi1	abl interactor 1	protein coding gene
MGI:106913	MGI	MGI:106913	Abi2	abl interactor 2	protein coding gene
MGI:1913860	MGI	MGI:1913860	Abi3	ABI family member 3	protein coding gene
MGI:2444583	MGI	MGI:2444583	Abi3bp	ABI family member 3 binding protein	protein coding gene
MGI:2677850	MGI	MGI:2677850	Abitram	actin binding transcription modulator	protein coding gene
MGI:87859	MGI	MGI:87859	Abl1	c-abl oncogene 1, non-receptor tyrosine kinase	protein coding gene
MGI:87860	MGI	MGI:87860	Abl2	ABL proto-oncogene 2, non-receptor tyrosine kinase	protein coding gene
MGI:1194500	MGI	MGI:1194500	Ablim1	actin-binding LIM protein 1	protein coding gene
MGI:2385758	MGI	MGI:2385758	Ablim2	actin-binding LIM protein 2	protein coding gene
MGI:2442582	MGI	MGI:2442582	Ablim3	actin binding LIM protein family, member 3	protein coding gene
MGI:2135738	MGI	MGI:2135738	Abo	ABO, alpha 1-3-N-acetylgalactosaminyltransferase and alpha 1-3-galactosyltransferase	protein coding gene
MGI:107771	MGI	MGI:107771	Abr	active BCR-related gene	protein coding gene
MGI:2444891	MGI	MGI:2444891	Abra	actin-binding Rho activating protein	protein coding gene
MGI:1917931	MGI	MGI:1917931	Abraxas1	BRCA1 A complex subunit	protein coding gene
MGI:1926116	MGI	MGI:1926116	Abraxas2	BRISC complex subunit	protein coding gene
MGI:1353636	MGI	MGI:1353636	Abt1	activator of basal transcription 1	protein coding gene
MGI:1933148	MGI	MGI:1933148	Abtb1	ankyrin repeat and BTB domain containing 1	protein coding gene
MGI:2139365	MGI	MGI:2139365	Abtb2	ankyrin repeat and BTB domain containing 2	protein coding gene
MGI:1921257	MGI	MGI:1921257	Abtb3	ankyrin repeat and BTB domain containing 3	protein coding gene
MGI:2148491	MGI	MGI:2148491	Acaa1a	acetyl-Coenzyme A acyltransferase 1A	protein coding gene
MGI:3605455	MGI	MGI:3605455	Acaa1b	acetyl-Coenzyme A acyltransferase 1B	protein coding gene
MGI:1098623	MGI	MGI:1098623	Acaa2	acetyl-CoA acyltransferase 2	protein coding gene
MGI:108451	MGI	MGI:108451	Acaca	acetyl-Coenzyme A carboxylase alpha	protein coding gene
MGI:2140940	MGI	MGI:2140940	Acacb	acetyl-Coenzyme A carboxylase beta	protein coding gene
MGI:1919235	MGI	MGI:1919235	Acad10	acyl-Coenzyme A dehydrogenase family, member 10	protein coding gene
MGI:2143169	MGI	MGI:2143169	Acad11	acyl-Coenzyme A dehydrogenase family, member 11	protein coding gene
MGI:1914198	MGI	MGI:1914198	Acad8	acyl-Coenzyme A dehydrogenase family, member 8	protein coding gene
MGI:1914272	MGI	MGI:1914272	Acad9	acyl-Coenzyme A dehydrogenase family, member 9	protein coding gene
MGI:87866	MGI	MGI:87866	Acadl	acyl-Coenzyme A dehydrogenase, long-chain	protein coding gene
MGI:87867	MGI	MGI:87867	Acadm	acyl-Coenzyme A dehydrogenase, medium chain	protein coding gene
MGI:87868	MGI	MGI:87868	Acads	acyl-Coenzyme A dehydrogenase, short chain	protein coding gene
MGI:1914135	MGI	MGI:1914135	Acadsb	acyl-Coenzyme A dehydrogenase, short/branched chain	protein coding gene
MGI:895149	MGI	MGI:895149	Acadvl	acyl-Coenzyme A dehydrogenase, very long chain	protein coding gene
MGI:99602	MGI	MGI:99602	Acan	aggrecan	protein coding gene
MGI:2388270	MGI	MGI:2388270	Acap1	ArfGAP with coiled-coil, ankyrin repeat and PH domains 1	protein coding gene
MGI:1925868	MGI	MGI:1925868	Acap2	ArfGAP with coiled-coil, ankyrin repeat and PH domains 2	protein coding gene
MGI:87870	MGI	MGI:87870	Acat1	acetyl-Coenzyme A acetyltransferase 1	protein coding gene
MGI:87871	MGI	MGI:87871	Acat2	acetyl-Coenzyme A acetyltransferase 2	protein coding gene
MGI:109182	MGI	MGI:109182	Acat3	acetyl-Coenzyme A acetyltransferase 3	protein coding gene
MGI:2181074	MGI	MGI:2181074	Acbd3	acyl-Coenzyme A binding domain containing 3	protein coding gene
MGI:1921409	MGI	MGI:1921409	Acbd5	acyl-Coenzyme A binding domain containing 5	protein coding gene
MGI:1919732	MGI	MGI:1919732	Acbd6	acyl-Coenzyme A binding domain containing 6	protein coding gene
MGI:1925495	MGI	MGI:1925495	Acbd7	acyl-Coenzyme A binding domain containing 7	protein coding gene
MGI:1919717	MGI	MGI:1919717	Accs	1-aminocyclopropane-1-carboxylate synthase (inactive)	protein coding gene
MGI:3584519	MGI	MGI:3584519	Accsl	1-aminocyclopropane-1-carboxylate synthase (inactive)-like	protein coding gene
MGI:87873	MGI	MGI:87873	Acd	adrenocortical dysplasia	protein coding gene
MGI:87874	MGI	MGI:87874	Ace	angiotensin I converting enzyme	protein coding gene
MGI:1917258	MGI	MGI:1917258	Ace2	angiotensin converting enzyme 2	protein coding gene
MGI:3644400	MGI	MGI:3644400	Ace3	angiotensin I converting enzyme 3	protein coding gene
MGI:2181962	MGI	MGI:2181962	Acer1	alkaline ceramidase 1	protein coding gene
MGI:1920932	MGI	MGI:1920932	Acer2	alkaline ceramidase 2	protein coding gene
MGI:1913440	MGI	MGI:1913440	Acer3	alkaline ceramidase 3	protein coding gene
MGI:87876	MGI	MGI:87876	Ache	acetylcholinesterase	protein coding gene
MGI:1891824	MGI	MGI:1891824	Acin1	apoptotic chromatin condensation inducer 1	protein coding gene
MGI:1097689	MGI	MGI:1097689	Ackr1	atypical chemokine receptor 1 (Duffy blood group)	protein coding gene
MGI:1891697	MGI	MGI:1891697	Ackr2	atypical chemokine receptor 2	protein coding gene
MGI:109562	MGI	MGI:109562	Ackr3	atypical chemokine receptor 3	protein coding gene
MGI:2181676	MGI	MGI:2181676	Ackr4	atypical chemokine receptor 4	protein coding gene
MGI:103251	MGI	MGI:103251	Acly	ATP citrate lyase	protein coding gene
MGI:2386323	MGI	MGI:2386323	Acmsd	amino carboxymuconate semialdehyde decarboxylase	protein coding gene
MGI:2140197	MGI	MGI:2140197	Acnat1	acyl-coenzyme A amino acid N-acyltransferase 1	protein coding gene
MGI:2444345	MGI	MGI:2444345	Acnat2	acyl-coenzyme A amino acid N-acyltransferase 2	protein coding gene
MGI:87879	MGI	MGI:87879	Aco1	aconitase 1	protein coding gene
MGI:87880	MGI	MGI:87880	Aco2	aconitase 2, mitochondrial	protein coding gene
MGI:103206	MGI	MGI:103206	Acod1	aconitate decarboxylase 1	protein coding gene
MGI:1349396	MGI	MGI:1349396	Acot1	acyl-CoA thioesterase 1	protein coding gene
MGI:1928940	MGI	MGI:1928940	Acot10	acyl-CoA thioesterase 10	protein coding gene
MGI:1913736	MGI	MGI:1913736	Acot11	acyl-CoA thioesterase 11	protein coding gene
MGI:1921406	MGI	MGI:1921406	Acot12	acyl-CoA thioesterase 12	protein coding gene
MGI:1914084	MGI	MGI:1914084	Acot13	acyl-CoA thioesterase 13	protein coding gene
MGI:2159605	MGI	MGI:2159605	Acot2	acyl-CoA thioesterase 2	protein coding gene
MGI:2159619	MGI	MGI:2159619	Acot3	acyl-CoA thioesterase 3	protein coding gene
MGI:2159621	MGI	MGI:2159621	Acot4	acyl-CoA thioesterase 4	protein coding gene
MGI:2384969	MGI	MGI:2384969	Acot5	acyl-CoA thioesterase 5	protein coding gene
MGI:1921287	MGI	MGI:1921287	Acot6	acyl-CoA thioesterase 6	protein coding gene
MGI:1917275	MGI	MGI:1917275	Acot7	acyl-CoA thioesterase 7	protein coding gene
MGI:2158201	MGI	MGI:2158201	Acot8	acyl-CoA thioesterase 8	protein coding gene
MGI:1928939	MGI	MGI:1928939	Acot9	acyl-CoA thioesterase 9	protein coding gene
MGI:1330812	MGI	MGI:1330812	Acox1	acyl-Coenzyme A oxidase 1, palmitoyl	protein coding gene
MGI:1934852	MGI	MGI:1934852	Acox2	acyl-Coenzyme A oxidase 2, branched chain	protein coding gene
MGI:1933156	MGI	MGI:1933156	Acox3	acyl-Coenzyme A oxidase 3, pristanoyl	protein coding gene
MGI:1921371	MGI	MGI:1921371	Acoxl	acyl-Coenzyme A oxidase-like	protein coding gene
MGI:87881	MGI	MGI:87881	Acp1	acid phosphatase 1, soluble	protein coding gene
MGI:87882	MGI	MGI:87882	Acp2	acid phosphatase 2, lysosomal	protein coding gene
MGI:1928480	MGI	MGI:1928480	Acp3	acid phosphatase 3	protein coding gene
MGI:3644563	MGI	MGI:3644563	Acp4	acid phosphatase 4	protein coding gene
MGI:87883	MGI	MGI:87883	Acp5	acid phosphatase 5, tartrate resistant	protein coding gene
MGI:1931010	MGI	MGI:1931010	Acp6	acid phosphatase 6, lysophosphatidic	protein coding gene
MGI:2142121	MGI	MGI:2142121	Acp7	acid phosphatase 7, tartrate resistant	protein coding gene
MGI:87884	MGI	MGI:87884	Acr	acrosin prepropeptide	protein coding gene
MGI:1859515	MGI	MGI:1859515	Acrbp	proacrosin binding protein	protein coding gene
MGI:2385656	MGI	MGI:2385656	Acsbg1	acyl-CoA synthetase bubblegum family member 1	protein coding gene
MGI:3587728	MGI	MGI:3587728	Acsbg2	acyl-CoA synthetase bubblegum family member 2	protein coding gene
MGI:2388287	MGI	MGI:2388287	Acsf2	acyl-CoA synthetase family member 2	protein coding gene
MGI:2182591	MGI	MGI:2182591	Acsf3	acyl-CoA synthetase family member 3	protein coding gene
MGI:102797	MGI	MGI:102797	Acsl1	acyl-CoA synthetase long-chain family member 1	protein coding gene
MGI:1921455	MGI	MGI:1921455	Acsl3	acyl-CoA synthetase long-chain family member 3	protein coding gene
MGI:1354713	MGI	MGI:1354713	Acsl4	acyl-CoA synthetase long-chain family member 4	protein coding gene
MGI:1919129	MGI	MGI:1919129	Acsl5	acyl-CoA synthetase long-chain family member 5	protein coding gene
MGI:894291	MGI	MGI:894291	Acsl6	acyl-CoA synthetase long-chain family member 6	protein coding gene
MGI:2152200	MGI	MGI:2152200	Acsm1	acyl-CoA synthetase medium-chain family member 1	protein coding gene
MGI:2385289	MGI	MGI:2385289	Acsm2	acyl-CoA synthetase medium-chain family member 2	protein coding gene
MGI:99538	MGI	MGI:99538	Acsm3	acyl-CoA synthetase medium-chain family member 3	protein coding gene
MGI:2681844	MGI	MGI:2681844	Acsm4	acyl-CoA synthetase medium-chain family member 4	protein coding gene
MGI:2444086	MGI	MGI:2444086	Acsm5	acyl-CoA synthetase medium-chain family member 5	protein coding gene
MGI:1915988	MGI	MGI:1915988	Acss1	acyl-CoA synthetase short-chain family member 1	protein coding gene
MGI:1890410	MGI	MGI:1890410	Acss2	acyl-CoA synthetase short-chain family member 2	protein coding gene
MGI:2685720	MGI	MGI:2685720	Acss3	acyl-CoA synthetase short-chain family member 3	protein coding gene
MGI:87902	MGI	MGI:87902	Acta1	actin alpha 1, skeletal muscle	protein coding gene
MGI:87909	MGI	MGI:87909	Acta2	actin alpha 2, smooth muscle, aorta	protein coding gene
MGI:87904	MGI	MGI:87904	Actb	actin, beta	protein coding gene
MGI:2444552	MGI	MGI:2444552	Actbl2	actin, beta-like 2	protein coding gene
MGI:87905	MGI	MGI:87905	Actc1	actin, alpha, cardiac muscle 1	protein coding gene
MGI:87906	MGI	MGI:87906	Actg1	actin, gamma, cytoplasmic 1	protein coding gene
MGI:104589	MGI	MGI:104589	Actg2	actin, gamma 2, smooth muscle, enteric	protein coding gene
MGI:1861453	MGI	MGI:1861453	Actl6a	actin-like 6A	protein coding gene
MGI:1933548	MGI	MGI:1933548	Actl6b	actin-like 6B	protein coding gene
MGI:1343051	MGI	MGI:1343051	Actl7a	actin-like 7a	protein coding gene
MGI:1343053	MGI	MGI:1343053	Actl7b	actin-like 7b	protein coding gene
MGI:1916731	MGI	MGI:1916731	Actl9	actin-like 9	protein coding gene
MGI:3041247	MGI	MGI:3041247	Actmap	actin maturation protease	protein coding gene
