#SUBMITTED ID	FBID_KEY	NAME	SYMBOL
FBgn0053436	FBgn0053436	5SrRNA:CR33436	5SrRNA:CR33436
FBgn0053437	FBgn0053437	5SrRNA:CR33437	5SrRNA:CR33437
FBgn0053438	FBgn0053438	5SrRNA:CR33438	5SrRNA:CR33438
FBgn0053439	FBgn0053439	5SrRNA:CR33439	5SrRNA:CR33439
FBgn0053440	FBgn0053440	5SrRNA:CR33440	5SrRNA:CR33440
FBgn0053441	FBgn0053441	5SrRNA:CR33441	5SrRNA:CR33441
FBgn0053442	FBgn0053442	5SrRNA:CR33442	5SrRNA:CR33442
FBgn0053443	FBgn0053443	5SrRNA:CR33443	5SrRNA:CR33443
FBgn0053444	FBgn0053444	5SrRNA:CR33444	5SrRNA:CR33444
FBgn0053445	FBgn0053445	5SrRNA:CR33445	5SrRNA:CR33445
FBgn0053446	FBgn0053446	5SrRNA:CR33446	5SrRNA:CR33446
FBgn0053447	FBgn0053447	5SrRNA:CR33447	5SrRNA:CR33447
FBgn0053448	FBgn0053448	5SrRNA:CR33448	5SrRNA:CR33448
FBgn0053449	FBgn0053449	5SrRNA:CR33449	5SrRNA:CR33449
FBgn0053450	FBgn0053450	5SrRNA:CR33450	5SrRNA:CR33450
FBgn0053451	FBgn0053451	5SrRNA:CR33451	5SrRNA:CR33451
FBgn0053452	FBgn0053452	5SrRNA:CR33452	5SrRNA:CR33452
FBgn0044335	FBgn0044335	674	674
FBgn0044334	FBgn0044334	682	682
FBgn0062518	FBgn0062518	752	752
FBgn0041707	FBgn0041707	7B2	7B2
FBgn0000003	FBgn0000003	Signal recognition particle 7SL RNA CR32864	7SLRNA:CR32864
FBgn0261504	FBgn0261504	Signal recognition particle 7SL RNA CR42652	7SLRNA:CR42652
FBgn0052208	FBgn0052208	825-Oak	825-Oak
FBgn0266128	FBgn0266128	-	82Y
FBgn0023418	FBgn0023418	8H11	8H11
FBgn0044332	FBgn0044332	9.35	9.35
FBgn0044331	FBgn0044331	936	936
FBgn0070035	FBgn0070035	966	966
FBgn0025723	FBgn0025723	A122	A122
FBgn0020515	FBgn0020515	A3	A3
FBgn0031791	FBgn0031791	Arylalkylamine N-acetyltransferase-like 2	AANATL2
FBgn0032839	FBgn0032839	Arylalkylamine N-acetyltransferase-like 3	AANATL3
FBgn0034429	FBgn0034429	Arylalkylamine N-acetyltransferase-like 4	AANATL4
FBgn0034426	FBgn0034426	Arylalkylamine N-acetyltransferase-like 5	AANATL5
FBgn0034428	FBgn0034428	Arylalkylamine N-acetyltransferase-like 6	AANATL6
FBgn0040376	FBgn0040376	Arylalkylamine N-acetyltransferase-like 7	AANATL7
FBgn0035244	FBgn0035244	ATP binding cassette subfamily B member 7	ABCB7
FBgn0033246	FBgn0033246	Acetyl-CoA carboxylase	ACC
FBgn0040510	FBgn0040510	Adenylyl cyclase X A	ACXA
FBgn0040509	FBgn0040509	Adenylyl cyclase X B	ACXB
FBgn0040508	FBgn0040508	Adenylyl cyclase X C	ACXC
FBgn0040507	FBgn0040507	Adenylyl cyclase X D	ACXD
FBgn0040506	FBgn0040506	Adenylyl cyclase X E	ACXE
FBgn0026573	FBgn0026573	ADD domain-containing protein 1	ADD1
FBgn0262739	FBgn0262739	Argonaute-1	AGO1
FBgn0087035	FBgn0087035	Argonaute 2	AGO2
FBgn0250816	FBgn0250816	Argonaute 3	AGO3
FBgn0031392	FBgn0031392	Apoptosis inducing factor	AIF
FBgn0033351	FBgn0033351	aaRS-interacting multifunctional protein 1	AIMP1
FBgn0036515	FBgn0036515	aaRS-interacting multifunctional protein 2	AIMP2
FBgn0050185	FBgn0050185	aaRS-interacting multifunctional protein 3	AIMP3
FBgn0086346	FBgn0086346	ALG-2 interacting protein X	ALiX
FBgn0023169	FBgn0023169	AMP-activated protein kinase alpha subunit	AMPKalpha
FBgn0052626	FBgn0052626	AMP deaminase	AMPdeam
FBgn0267408	FBgn0267408	Aldehyde oxidase 1	AOX1
FBgn0038348	FBgn0038348	Aldehyde oxidase 2	AOX2
FBgn0038349	FBgn0038349	Aldehyde oxidase 3	AOX3
FBgn0038350	FBgn0038350	Aldehyde oxidase 4	AOX4
FBgn0010380	FBgn0010380	Adaptor Protein complex 1/2, beta subunit	AP-1-2beta
FBgn0030089	FBgn0030089	Adaptor Protein complex 1, gamma subunit	AP-1gamma
FBgn0024833	FBgn0024833	Adaptor Protein complex 1, mu subunit	AP-1mu
FBgn0039132	FBgn0039132	Adaptor Protein complex 1, sigma subunit	AP-1sigma
FBgn0264855	FBgn0264855	Adaptor Protein complex 2, alpha subunit	AP-2alpha
FBgn0263351	FBgn0263351	Adaptor Protein complex 2, mu subunit	AP-2mu
FBgn0043012	FBgn0043012	Adaptor Protein complex 2, sigma subunit	AP-2sigma
FBgn0034231	FBgn0034231	Anaphase Promoting Complex subunit 10	APC10
FBgn0052707	FBgn0052707	Anaphase Promoting Complex subunit 4	APC4
FBgn0029879	FBgn0029879	Anaphase Promoting Complex subunit 7	APC7
FBgn0261112	FBgn0261112	beta-Amyloid precursor protein binding protein 1	APP-BP1
FBgn0058064	FBgn0058064	Aldo-keto reductase on Y	ARY
FBgn0034606	FBgn0034606	Ankyrin-repeat, SH3-domain, and Proline-rich-region containing Protein	ASPP
FBgn0037671	FBgn0037671	ATPase H+ transporting accessory protein 2	ATP6AP2
FBgn0030343	FBgn0030343	ATP7	ATP7
FBgn0259221	FBgn0259221	ATPase 8A	ATP8A
FBgn0037989	FBgn0037989	ATPase 8B	ATP8B
FBgn0019644	FBgn0019644	ATP synthase, subunit B	ATPsynB
FBgn0039830	FBgn0039830	ATP synthase, subunit C	ATPsynC
FBgn0016119	FBgn0016119	ATP synthase, coupling factor 6	ATPsynCF6
FBgn0035585	FBgn0035585	ATP synthase, coupling factor 6-like	ATPsynCF6L
FBgn0016120	FBgn0016120	ATP synthase, subunit D	ATPsynD
FBgn0038224	FBgn0038224	ATP synthase, subunit E	ATPsynE
FBgn0035032	FBgn0035032	ATP synthase, subunit F	ATPsynF
FBgn0010612	FBgn0010612	ATP synthase, subunit G	ATPsynG
FBgn0031941	FBgn0031941	ATP synthase, subunit G-like	ATPsynGL
FBgn0016691	FBgn0016691	ATP synthase, oligomycin sensitivity conferring protein	ATPsynO
FBgn0010217	FBgn0010217	ATP synthase, beta subunit	ATPsynbeta
FBgn0036568	FBgn0036568	ATP synthase, beta subunit-like	ATPsynbetaL
FBgn0028342	FBgn0028342	ATP synthase, delta subunit	ATPsyndelta
FBgn0051477	FBgn0051477	ATP synthase, epsilon subunit-like	ATPsynepsilonL
FBgn0020235	FBgn0020235	ATP synthase, gamma subunit	ATPsyngamma
FBgn0039946	FBgn0039946	(A+T)-stretch binding protein	ATbp
FBgn0027780	FBgn0027780	Aminoadipate-semialdehyde dehydrogenase	Aasdh
FBgn0031851	FBgn0031851	Apoptosis antagonizing transcription factor	Aatf
FBgn0031170	FBgn0031170	ATP binding cassette subfamily A member 3	Abca3
FBgn0039890	FBgn0039890	ATP binding cassette subfamily D member 1	Abcd1
FBgn0031069	FBgn0031069	ATP binding cassette subfamily D member 3	Abcd3
FBgn0000015	FBgn0000015	Abdominal B	Abd-B
FBgn0020510	FBgn0020510	Abelson interacting protein	Abi
FBgn0000017	FBgn0000017	Abl tyrosine kinase	Abl
FBgn0036372	FBgn0036372	Actin binding protein 1	Abp1
FBgn0022710	FBgn0022710	Adenylyl cyclase 13E	Ac13E
FBgn0023416	FBgn0023416	Adenylate cyclase 3	Ac3
FBgn0004852	FBgn0004852	Adenylyl cyclase 76E	Ac76E
FBgn0024150	FBgn0024150	Adenylyl cyclase 78C	Ac78C
FBgn0012034	FBgn0012034	Acetyl Coenzyme A synthase	AcCoAS
FBgn0040064	FBgn0040064	Acetyl-CoA acyltransferase	Acaa
FBgn0034432	FBgn0034432	Acyl-CoA dehydrogenase very long chain	Acadvl
FBgn0011273	FBgn0011273	Androcam	Acam
FBgn0029969	FBgn0029969	Acetyl-CoA acetyltransferase 1	Acat1
FBgn0035203	FBgn0035203	Acetyl-CoA acetyltransferase 2	Acat2
FBgn0031992	FBgn0031992	Acyl-CoA binding protein 1	Acbp1
FBgn0010387	FBgn0010387	Acyl-CoA binding protein 2	Acbp2
FBgn0250836	FBgn0250836	Acyl-CoA binding protein 3	Acbp3
FBgn0035742	FBgn0035742	Acyl-CoA binding protein 4	Acbp4
FBgn0035926	FBgn0035926	Acyl-CoA binding protein 5	Acbp5
FBgn0035743	FBgn0035743	Acyl-CoA binding protein 6	Acbp6
FBgn0000024	FBgn0000024	Acetylcholine esterase	Ace
FBgn0016122	FBgn0016122	Angiotensin-converting enzyme-related	Acer
FBgn0027620	FBgn0027620	ATP-dependent chromatin assembly factor large subunit	Acf
FBgn0033936	FBgn0033936	Achilles	Achl
FBgn0028484	FBgn0028484	Activated Cdc42 kinase	Ack
FBgn0263998	FBgn0263998	Activated Cdc42 kinase-like	Ack-like
FBgn0020236	FBgn0020236	ATP citrate lyase	Acly
FBgn0263198	FBgn0263198	Acinus	Acn
FBgn0024502	FBgn0024502	Accordion	Aco
FBgn0027572	FBgn0027572	acyl-CoA oxidase 1	Acox1
FBgn0031813	FBgn0031813	Acyl-CoA oxidase 3	Acox3
FBgn0034629	FBgn0034629	acyl-Coenzyme A oxidase at 57D distal	Acox57D-d
FBgn0034628	FBgn0034628	acyl-Coenzyme A oxidase at 57D proximal	Acox57D-p
FBgn0014454	FBgn0014454	Adult cuticle protein 1	Acp1
FBgn0051779	FBgn0051779	Accessory gland protein 24A4	Acp24A4
FBgn0002855	FBgn0002855	Accessory gland protein 26Aa	Acp26Aa
FBgn0002856	FBgn0002856	Accessory gland protein 26Ab	Acp26Ab
FBgn0015583	FBgn0015583	Accessory gland protein 29AB	Acp29AB
FBgn0023415	FBgn0023415	Accessory gland protein 32CD	Acp32CD
FBgn0267327	FBgn0267327	Accessory gland-specific peptide 33A	Acp33A
FBgn0011559	FBgn0011559	Accessory gland protein 36DE	Acp36DE
FBgn0034152	FBgn0034152	Accessory gland protein 53C14a	Acp53C14a
FBgn0034153	FBgn0034153	Accessory gland protein 53C14b	Acp53C14b
FBgn0053530	FBgn0053530	Accessory gland protein 53C14c	Acp53C14c
FBgn0015584	FBgn0015584	Accessory gland protein 53Ea	Acp53Ea
FBgn0024500	FBgn0024500	Accessory gland protein 53Eb	Acp53Eb
FBgn0083936	FBgn0083936	Accessory gland protein 54A1	Acp54A1
FBgn0020509	FBgn0020509	Accessory gland protein 62F	Acp62F
FBgn0015585	FBgn0015585	Accessory gland protein 63F	Acp63F
FBgn0020765	FBgn0020765	Adult cuticle protein 65Aa	Acp65Aa
FBgn0015586	FBgn0015586	Accessory gland protein 76A	Acp76A
FBgn0002863	FBgn0002863	Accessory gland protein 95EF	Acp95EF
FBgn0263597	FBgn0263597	Accessory gland protein 98AB	Acp98AB
FBgn0000032	FBgn0000032	Acid phosphatase 1	Acph-1
FBgn0031703	FBgn0031703	Acyl-CoA synthetase family member 2	Acsf2
FBgn0029945	FBgn0029945	Acyl-CoA synthetase family member 3	Acsf3
FBgn0263120	FBgn0263120	Acyl-CoA synthetase long-chain	Acsl
FBgn0038730	FBgn0038730	Acyl-CoA synthetase X1 L	Acsx1L
FBgn0038731	FBgn0038731	Acyl-CoA synthetase X1 R	Acsx1R
FBgn0038732	FBgn0038732	Acyl-CoA synthetase X2	Acsx2
FBgn0038733	FBgn0038733	Acyl-CoA synthetase X3	Acsx3
FBgn0038734	FBgn0038734	Acyl-CoA synthetase X4	Acsx4
FBgn0000043	FBgn0000043	Actin 42A	Act42A
FBgn0000044	FBgn0000044	Actin 57B	Act57B
FBgn0000042	FBgn0000042	Actin 5C	Act5C
FBgn0000046	FBgn0000046	Actin 87E	Act87E
FBgn0000047	FBgn0000047	Actin 88F	Act88F
FBgn0024913	FBgn0024913	Activin-beta	Actbeta
FBgn0000667	FBgn0000667	alpha actinin	Actn
FBgn0025115	FBgn0025115	Acylphosphatase	Acyp
FBgn0038363	FBgn0038363	Acylphosphatase 2	Acyp2
FBgn0037661	FBgn0037661	Adenosine deaminase	Ada
FBgn0051865	FBgn0051865	transcriptional Adaptor 1-1	Ada1-1
FBgn0051866	FBgn0051866	transcriptional Adaptor 1-2	Ada1-2
FBgn0263738	FBgn0263738	transcriptional Adaptor 2a	Ada2a
FBgn0037555	FBgn0037555	transcriptional Adaptor 2b	Ada2b
FBgn0030891	FBgn0030891	transcriptional Adaptor 3	Ada3
FBgn0286071	FBgn0286071	ADAM metallopeptidase with thrombospondin type 1 motif A	AdamTS-A
FBgn0029791	FBgn0029791	ADAM metallopeptidase with thrombospondin type 1 motif B	AdamTS-B
FBgn0026086	FBgn0026086	Adenosine deaminase acting on RNA	Adar
FBgn0028658	FBgn0028658	Adenosine deaminase, tRNA-specific 1	Adat1
FBgn0035039	FBgn0035039	aarF domain containing kinase 1	Adck1
FBgn0036142	FBgn0036142	aarF domain containing kinase 5	Adck5
FBgn0284249	FBgn0284249	Adh transcription factor 1	Adf1
FBgn0036752	FBgn0036752	Adenosine deaminase-related growth factor A	Adgf-A
FBgn0043025	FBgn0043025	Adenosine deaminase-related growth factor A2	Adgf-A2
FBgn0036751	FBgn0036751	Adenosine deaminase-related growth factor B	Adgf-B
FBgn0038173	FBgn0038173	Adenosine deaminase-related growth factor C	Adgf-C
FBgn0038172	FBgn0038172	Adenosine deaminase-related growth factor D	Adgf-D
FBgn0033952	FBgn0033952	Adenosine deaminase-related growth factor E	Adgf-E
FBgn0000055	FBgn0000055	Alcohol dehydrogenase	Adh
FBgn0000056	FBgn0000056	Adh-related	Adhr
FBgn0052068	FBgn0052068	Acireductone dioxygenase 1	Adi1
FBgn0038984	FBgn0038984	Adiponectin receptor	AdipoR
FBgn0037995	FBgn0037995	Adenosine kinase 1	Adk1
FBgn0036337	FBgn0036337	Adenosine kinase 2	Adk2
FBgn0026602	FBgn0026602	Adenosine kinase 3	Adk3
FBgn0039747	FBgn0039747	Adenosine receptor	AdoR
FBgn0038467	FBgn0038467	Adenylosuccinate lyase	Adsl
FBgn0027493	FBgn0027493	Adenylosuccinate synthetase	Adss
FBgn0037679	FBgn0037679	Another Drosophila Unc-51-like kinase	Aduk
FBgn0004614	FBgn0004614	Additional veins	Adv
FBgn0036043	FBgn0036043	Anion exchanger 2	Ae2
FBgn0036702	FBgn0036702	AFG3 like matrix AAA peptidase subunit 2	Afg3l2
FBgn0038223	FBgn0038223	Aftiphilin	Afti
FBgn0015010	FBgn0015010	Antigen 5-related	Ag5r
FBgn0020508	FBgn0020508	Antigen 5-related 2	Ag5r2
FBgn0053138	FBgn0053138	1,4-Alpha-glucan branching enzyme	Agbe
FBgn0022707	
FBgn0034618	FBgn0034618	Glycogen debranching enzyme	Agl
FBgn0029813	FBgn0029813	Agmatine N-acetyltransferase	AgmNAT
FBgn0030421	FBgn0030421	1-Acylglycerol-3-phosphate O-acyltransferase 1	Agpat1
FBgn0026718	FBgn0026718	1-Acylglycerol-3-phosphate O-acyltransferase 2	Agpat2
FBgn0036623	FBgn0036623	1-Acylglycerol-3-phosphate O-acyltransferase 3	Agpat3
FBgn0036622	FBgn0036622	1-Acylglycerol-3-phosphate O-acyltransferase 4	Agpat4
FBgn0033983	FBgn0033983	Alkylglycerone phosphate synthase	Agps
FBgn0014031	FBgn0014031	Alanine-glyoxylate aminotransferase	Agxt
FBgn0014455	FBgn0014455	Adenosylhomocysteinase	Ahcy
FBgn0035371	FBgn0035371	Adenosylhomocysteinase like 1	AhcyL1
FBgn0015011	FBgn0015011	Adenosylhomocysteinase like 2	AhcyL2
FBgn0022709	FBgn0022709	Adenylate kinase 1	Ak1
FBgn0283494	FBgn0283494	Adenylate kinase 2	Ak2
FBgn0042094	FBgn0042094	Adenylate kinase 3	Ak3
FBgn0033754	FBgn0033754	Adenylate kinase 6	Ak6
FBgn0027932	FBgn0027932	A kinase anchor protein 200	Akap200
FBgn0004552	FBgn0004552	Adipokinetic hormone	Akh
FBgn0025595	FBgn0025595	Adipokinetic hormone receptor	AkhR
FBgn0086254	FBgn0086254	Aldo-keto reductase 1B	Akr1B
FBgn0027552	FBgn0027552	Aldo-keto reductase 2E3	Akr2E3
FBgn0010379	FBgn0010379	Akt kinase	Akt
FBgn0027094	FBgn0027094	Alanyl-tRNA synthetase	AlaRS
FBgn0028962	FBgn0028962	Alanyl-tRNA synthetase, mitochondrial	AlaRS-m
FBgn0030122	FBgn0030122	Aladin	Aladin
FBgn0020764	FBgn0020764	Aminolevulinate synthase	Alas
FBgn0030478	FBgn0030478	Alanine aminotransferase	Alat
FBgn0000064	FBgn0000064	Aldolase 1	Ald1
FBgn0039425	FBgn0039425	Aldolase 2	Ald2
FBgn0012036	FBgn0012036	Aldehyde dehydrogenase	Aldh
FBgn0010548	FBgn0010548	Aldehyde dehydrogenase type III	Aldh-III
